"id","open_date","name","location","lat","lon","threat","tags","commodity","measure_skim","measure_shore","measure_bio","measure_disperse","measure_burn","max_ptl_release_gallons","posts","description"
9290,"2016-06-01","F/V WU WU","Cape May, NJ",NA,NA,"Oil","","DIESEL FUEL",NA,NA,NA,NA,NA,900,0,"On June 1,  2016, the USCG Sector Delaware Bay contacted the NOAA SSC to report that an unidentified vessel, estimated to be 40 ft in length, grounded and than sank inside of Cape May inlet, New Jersey at approximately 9:30pm. USCG estimates that there are 350 gallons of diesel in the fuel tank and an additional 10 fifty-five gallons containers filled with diesel. No sign of a pollution event at the time of the notification. USCG requested NOAA modeling support. "
9287,"2016-05-28","THE MAJESTY","Boston Harbor, MA",NA,NA,"Oil","Grounding","DIESEL FUEL",NA,NA,NA,NA,NA,1900,0,"On May 28, 2016, the USCG Sector Boston notified the NOAA SSC that THE MAJESTY, a dinner cruise ship, ran aground on George's Island near Boston Light, Boston Harbor, MA. Incident occurred at 1924 hours. Vessel had 1900 gallons of diesel fuel on board. An unknown amount of fuel oil has spilled into the water. "
9283,"2016-05-23","Cessna off Makaha Beach","Makaha Beach, West side of Oahu, HI",NA,NA,"Oil","Search + Rescue","JET A FUEL",NA,NA,NA,NA,NA,50,0,"On May 23, 2016, the USCG Sector Honolulu notified the NOAA SSC for Oceania that a small 4-passenger Cessna aircraft is in the water about 100 yards off the south end of Makaha Beach on the west side of Oahu, Hawaii.  The aircraft is reported to have 50 gallons of Jet A fuel onboard. No oil has been reported released or observed in the water. The aircraft is intact and has been anchored in position. NOAA trustees were notified. "
9241,"2016-03-03","Tug Gregory David","Pool 27, Upper Mississippi River MM 184.5",38.702863,-90.180711,"Oil","Collision","MARINE DIESEL FUEL",1,NA,NA,NA,NA,20000,0,"On March 3, 2016, the NOAA SSC was contacted by USCG Sector Upper Mississippi River regarding a damaged tug and release of approximately 200-300 gallons of marine diesel fuel within the lock and dam structure near Granite City, IL (Pool 27, Upper Mississippi River MM 184.5). Tug was transiting the lock and reportedly struck the top of the lock causing through hull damage and piercing the #1 fuel tank around 0930. Vessel is stable and secure within the lock. USCG requested product fate and initial trajectory assessment."
9240,"2016-02-29","Dozier's Marina Fire","Urbanna, VA",37.63515,-76.57225,"Oil","","DIESEL FUEL, GASOLINE, HAZ MAT MATERIALS",NA,NA,NA,NA,NA,NA,0,"At 12:50 PM on February 29, 2016, the USCG Sector Hampton Roads notified the NOAA SSC about a fire at the Dozier's Marina, Urbanna, Virginia.  50 boats on fire. Pollution unknown at this time. Marina located on Urbanna Creek which is a tributary to Rappahannock River. "
9231,"2016-02-04","Potomac River","Washington DC",38.86,-77.04,"Oil","Mystery Substance","DIESEL FUEL",1,NA,NA,NA,NA,NA,0,"On February 4, 2016, the USCG Sector Baltimore and Virgina DEQ notified the NOAA SSC about an extensive sheen being observed in the Potomac River from the Ronald Reagan National Airport area downriver as far as the Wilson Bridge. Source is unknown but outfall in Roaches Run, Arlington, Virginia appears to be source of oil entering Potomac River."
9227,"2016-01-25","M/V Serena III","Fort Lauderdale, FL",26.1666666667,-79.8583333333,"Oil","","DIESEL FUEL",NA,NA,NA,NA,NA,7000,0,"On January 25, 2016, the 39 meter (106 ft) Super Yacht Serena III sank 13 nautical miles off Fort Lauderdale, FL in 1200 feet of water. The USCG responded and rescued all 13 passengers without any injuries. The vessel sank with 7000 gallons of diesel fuel onboard. USCG requested trajectory forecast and weather. "
9218,"2016-01-15","Downed Military Aircraft","North Shore, Oahu",21.6366666667,-158.108333333,"Oil","Collision","JP5 FUEL",NA,NA,NA,NA,NA,4000,0,"On January 14, 2016, the NOAA SSC for Hawaii was notified that two military helicopters had downed approximately 1.5 nm offshore of Haleiwa, Oahu. Each aircraft is presumed to have had about 2000 gallons of JP5 fuel aboard. USCG Sector Honolulu has requested forecasts of the oil trajectory, oil persistence, and likelihood of shoreline impacts."
9217,"2016-01-15","Stone Oil Barge Allision","New Orleans, LA",29.9243222222,-90.0607027778,"Oil","Collision","NUMBER 6 FUEL OIL",NA,NA,NA,NA,NA,20,0,"On January 15, 2015, a tug and barge allided with the transfer barge at the Stone Oil dock in New Orleans, LA, discharging approximately 20 gallons of #6 fuel oil from inactive transfer arms which were sheared off in the allision.  USCG requested a trajectory analysis."
9194,"2015-10-30","Reagan Airport JP-4 Spill","Washington, DC",38.8405,-77.0433888889,"Oil","Pipeline","JP-4 JET FUEL",NA,NA,NA,NA,NA,9000,0,"On October 30, 2015, the USCG Sector Baltimore notified the NOAA SSC about a JP-4 fuel oil spill that occurred at Ronald Reagan Airport. USCG reports that approximately 8,000 gallons of JP-4 was discharged from a ruptured pipeline and an estimated 3,000 gallons have entered the Potomac River. "
9193,"2015-10-27","M/V Endeavour","St Lucie Inlet, Stuart, FL",27.2116666667,-80.2166666667,"Oil","Grounding","DIESEL FUEL OIL",NA,NA,NA,NA,NA,5500,1,"On October 27, 2015, the USCG Sector Miami notified the NOAA SSC that a vessel had grounded in the St Lucie Inlet with 5500 gallons of diesel onboard. Some dark oil was seen in the water around the vessel. NOAA trajectory,tides and currents, weather and resources at risk were requested."
9192,"2015-10-26","Grounded Tug","Galveston, TX",29.336,-94.7435,"Oil","Grounding","DIESEL FUEL",NA,NA,NA,NA,NA,78000,0,"On October 26, 2015, the USCG MSU notified the NOAA SSC of a grounded tug and barge in Galveston Texas (NRC#1131660).  The barge is empty, tug has a potential of 78,000 gallons of diesel fuel on board.  No discharge has occurred.  Fate, trajectory, and resources at risk requested."
9187,"2015-10-16","Ketivik","Egegik, Alaska",57.8166666667,-158.3,"Oil","","JET FUEL",NA,NA,NA,NA,NA,NA,0,"On Oct 16, 2015, the landing craft, ""Ketivik"", a 50+ ft. vessel that was transiting from Nushagak to Egegik with an unknown amount of fuel product on board was reported missing. USCG was conducting a SARs for the vessel. The SAR aircraft crew reported a sighting of 4 fuel drums of what could potentially be jet fuel (landing craft was believed to have drums of jet fuel on board). USCG Sector Anchorage requested a spot forecast and trajectory for the fuel drums."
9179,"2015-09-28","Sea Level, NC Diesel Fuel Spill","Sea Level, North Carolina",34.87414,-76.40281,"Oil","Pipeline","DIESEL FUEL",NA,NA,NA,NA,NA,500,0,"On September 28, 2015, the USCG Sector North Carolina notified the NOAA SSC of an estimated 500 gallon diesel fuel spill from an underground pipeline at an assisted living facility into Nelson Bay, a waterbody in Pamlico Sound. A clean-up contractor is on scene deploying both hard boom and sorbent boom within the affected area. "
9165,"2015-08-31","Piti Power Plant generator fire","Piti, Guam",13.4642,144.68538,"Oil","","#6 FUEL OIL",1,NA,NA,NA,NA,NA,0,"On August 31, 2015, the NOAA SSC was notified by USCG Sector Guam regarding an oil release into a storm drain from the Piti Power Plant in Piti, Guam, following a fire and explosion at a generator.  The oil released is reported to be fuel #6. The amount of oil released is unknown at this time, but believed to be a relatively small volume. The storm drain empties into an outfall that ultimately flows into Apra Harbor.  "
9164,"2015-08-28","FV El Jeffe","Sandy Hook, NJ",40.4825888889,-74.0136944444,"Oil","","DIESEL FUEL",NA,NA,NA,NA,NA,200,0,"On August 28, 2015, NOAA was contacted by the USCG Sector NY Incident Management Division requesting a trajectory for a sunken fishing vessel just off Sandy Hook, NJ. The boat is not leaking at this time and the trajectory is in preparation for upcoming salvage activities. The amount of oil on board the vessel is unknown, but the suspected amount is approximately 200 gallons of diesel."
8955,"2015-06-30","WWII Seaplane N85U","Flora-Bama, Perdido Key, FL",30.279537,-87.518156,"Oil","Grounding","AVIATION FUEL AVGAS",NA,NA,NA,NA,NA,400,4,"On June 30, 2015, the USCG Sector Mobile contacted the NOAA SSC regarding a WWII era seaplane which has run aground on the sandbar about 50 feet from shore on Perdido Key, FL. The seaplane is believed to be carrying 400 gallons of aviation gas (avgas). No discharge has been reported. The seaplane was involved in a movie being filmed locally and experienced mechanical problems forcing it to land. Upon landing, the seaplane began to take on water and was intentionally run aground onto the sandbar. USCG is requesting a worst case discharge analysis."
8945,"2015-06-04","M/V Gorham","Bromley, Kentucky",39.07956,-84.57061,"Oil","","BILGE SLOPS / NUMBER 6 FUEL OIL",NA,NA,NA,NA,NA,10000,0,"On June 4th, 2015, Sector Ohio Valley notified the NOAA SSC regarding a 40 foot x 2 mile rainbow sheen originating from the M/V Gorham's bilge discharge.  The M/V Gorham is moored along the Kentucky side of the Ohio River near Bromley, Kentucky. USCG has requested fate, trajectory, and resources at risk for the potential release of 10,000 gallons of number 6 fuel oil.                    "
8944,"2015-06-03","Barge DB 165-1","Kuskokwim Bay, AK",59.915,-162.903333333,"Oil","Grounding","MIXED FUEL",NA,NA,NA,NA,NA,NA,0,"On June 3, 2015, the USCG Sector Anchorage notified the SSC regarding a barge aground near Kongiganek, AK.  The barge is not leaking at this time, but USCG requested resources at risk.  The barge is reported to be loaded with 50,000 gallons of jet fuel, 17,000 gallons of diesel, 1,000 gallons on unleaded gasoline, and 100 gallons of lube oil."
8933,"2015-05-17","Vessel Collision","17 m south of Long Island, NY",40.55,-72.4733333333,"Oil","Collision","DIESEL FUEL",0,NA,NA,NA,NA,730,0,"On Sunday May 17, 2015, NOAA was notified of a collision between the fishing vessel Elizabeth J and the recreational vessel Nina Marie approximately 17 miles south of Patchogue, NY. All persons were rescued by the USCG. It was estimated that the combined total oil on both vessels added up to 730 gallons of diesel fuel. The fishing vessel sank and the recreational vessel was towed back to port. "
8930,"2015-05-15","M/V Aubi","Punta Tuna, Arecibo, Puerto Rico",18.4913888889,-67.9788888889,"Oil","Coral|Grounding","DIESEL FUEL",NA,NA,NA,NA,NA,800,0,"On May 14, 2015, the M/V Aubi, a powered catamaran, ran aground in the vicinity of Punta Tuna, Aercibo, Puerto Rico. The aluminum vessel is reported to contain 800 gallons of diesel fuel. A towing company has been hired for salvage operations. The vessel is hard aground and there are coral in the area. Coral damage has been reported due to the grounding."
8916,"2015-04-22","M/V Mississagi","St. Mary's River, MI",46.0546666667,-83.835,"Oil","Grounding","MARINE DIESEL / HEAVY FUEL OIL",NA,NA,NA,NA,NA,NA,0,"On April 22, 2015, the M/V MISSISSAGI ran aground in the lower St. Mary’s River. USCG Sector Sault Sainte Marie requested trajectory, fate, and effects for the potential release of the 55 metric tons of Marine Diesel and 185 metric tons of Heavy Fuel Oil onboard."
8893,"2015-03-17","Dredge Barge Jack Adams","Lake Ferguson, MS",33.4232333333,-91.0584,"Oil","","NO. 2 FUEL OIL (RED DYE DIESEL)",1,NA,NA,NA,NA,2700,0,"On 17 March 2015, the NOAA SSC was contacted by USCG District 8 who requested support for a sunken dredge barge (Jack Adams) located near Greenville, MS. On 05 March 2015, the barge sank and salvage and recovery operations were initiated. On 16 March, the dredge folded in half during salvage operations and No. 2 red dye diesel oil was discharged from vessel and was contained/removed by the oil spill response organization (OSRO) on scene. The remaining potential amount of fuel and petroleum product onboard the sunken vessel is believed to be 2,700 gallons of diesel fuel oil in the starboard tank and lubricating oil in two electric motors and one 55 gallon drum. USCG has requested NOAA SSC support for emergency consultation notifications."
8892,"2015-03-17","M/V Grey Shark","NY Harbor",NA,NA,"Oil","","FUEL OIL",NA,NA,NA,NA,NA,55000,0,"On March 17, 2015, the USCG Sector New York notified NOAA concerning a fire aboard the M/V Grey Shark, a Ro/Ro (roll on/roll off) carrying cars. Crew are attempting to control the fire. The vessel is currently under tow about 100 miles east of Pt. Pleasant, NJ heading back to NY. It has been reported the ship has a total of 55,000 gallons of several different oils onboard. The USCG has requested trajectory implications for each of two potential anchorages, to decide where best to send the ship when it arrives around 2200 this evening in case of any potential spill. The ship is not currently losing any oil."
8891,"2015-03-16","F/V Tonto III aground","Wadleigh Island, AK",55.5707833333,-133.131016667,"Oil","Grounding","DIESEL FUEL",NA,NA,NA,NA,NA,200,0,"On March 16, 2015, the USCG MSD Ketchikan, AK, contacted NOAA ERD to request a trajectory for a potential diesel fuel spill from the grounded F/V Tonto III.  The subject F/V broke free of it's mooring during the weekend, grounded on the shore of Wadleigh Island (along the western shore of Prince of Wales Island) and became flooded on an incoming tide.  USCG MSD requested trajectory support in the event of a release."
8890,"2015-03-15","Tug Sea Bear","Fire Island, NY",40.65445,-73.0575333333,"Oil","","DIESEL FUEL AND LUBE OIL",NA,NA,NA,NA,NA,1800,0,"On March 14, 2015, the tug SEA BEAR sank approximately 1nm offshore of Fire Island, New York.  The Tug had 1800 gallons of diesel and approximately 200 gallons of lube oil on-board. USCG requested trajectory and weather support."
8888,"2015-03-11","MV Wild Cosmos","Port of Wilmington, DE",39.71988,-75.523818,"Oil","","BUNKER C FUEL OIL - #6",1,NA,NA,NA,NA,100,0,"On March 9, 2015, the USCG notified the NOAA SSC of a spill in the Delaware River resulting from a fueling operation.  Fuel oil (Bunker C) was being transferred from the Barge DS306 to the MV WILD COSMOS.  Operators overfilled the two port side tanks resulting in an estimated 400-500 gallons spilling out onto the deck and an estimated 100 gallons of product spilling into the Delaware River, Port of Wilmington, DE. Sector Delaware Bay contacted NOAA SSC requesting a spill trajectory."
8884,"2015-02-28","Witt Penn Bridge","Kearny, NJ",40.7410055556,-74.0823972222,"Oil","","DIESEL FUEL",NA,NA,NA,NA,NA,200,0,"On 28 February 2015 the USCG Sector NY contacted NOAA to report that the Kearny Fire Dept. reported a vehicle accident on Route 7 at the Witt Penn Bridge in Hudson County, NJ. There was a discharge of approximately 200 gallons of diesel fuel from a United States postal service truck’s saddle tank. The oil made its way into the storm sewer and then to the Hackensack Rived. ."
8864,"2014-12-28","MV GB Corrado","Matagorda Shipping Channel, TX",28.3818166667,-96.30965,"Oil","Grounding","#6 FUEL OIL/DIESEL",NA,NA,NA,NA,NA,175788,0,"On December 26, 2014, the Bulk Carrier MV GB Corrado grounded south and west of the Matagorda Shipping Channel.  She is carrying a load of bauxite (49,389 MT), and fuel (32,130 gallons diesel and 175,788 gallons # 6 ).  Cargo and fuel currently secure, with no releases.  Salvage planning and operations underway.  Sector Corpus contacted NOAA SSC with request for trajectory should release occur during salvage.  "
8860,"2014-12-11","Mystery Sheen","Sandy Hook, NJ",40.4533333333,-74.0383333333,"Oil","Mystery Substance","DIESEL FUEL",1,0,NA,NA,NA,NA,0,"On December 11, 2014, the USCG was notified through the NRC of a sheen in the proximity of Naval Weapons Station Earle, Leonardo, NJ. The USCG Sector NY dispatched a patrol boat to the scene and Pollution Response team to investigate. Investigation is underway to determine the source. NOAA has been asked to provide hindcast and trajectory model for the slick. "
8862,"2014-12-10","Sundarbans Oil Spill","Bangladesh",22.35398,89.67152,"Oil","Collision","HEAVY FUEL OIL",NA,NA,NA,NA,NA,100000,7,"On December 9, 2014, the oil tanker ""Southern Star 7"" sank in a river in Bangladesh after being struck by the freighter M/V Total.  Heavy fuel oil from the tanker has contaminated the Sundarbans region of southwestern Bangladesh, a UNESCO World Heritage Site that includes many wildlife refuges and protected areas.  NOAA is part of a United Nations Development Program (UNDP) assessment team providing assistance."
8850,"2014-11-18","T/B EMS 5001","Tampa Bay, FL",27.5916666667,-82.8166666667,"Oil","","JET FUEL",NA,NA,NA,NA,NA,2562000,0,"On November 18, 2014, NOAA was notified by the USCG Sector St. Pete concerning the tank barge EMS 5001. The tow line from the tug parted and the barge deployed its emergency anchor near Tampa Bay, FL. The barge holds 61,000 barrels of jet fuel. The USCG requested a trajectory for a potential release."
8841,"2014-10-23","T/B Karen Jean","Narragansett Bay, RI",41.375,-71.44,"Oil","","DIESEL FUEL",NA,NA,NA,NA,NA,10000,0,"On October 22,  2014 the tug boat Karen Jean sank about 2 miles east of Scarborough Beach, RI. The vessel sank in about 70 feet of water while towing a work barge. The barge is still attached to the tug and still afloat and has not pollution threat aboard. The tug has a maximum capacity of 10, 000 gallons of diesel fuel, but the owner reports only about 3,000 gallons on board, plus an additional 100 gallons of assorted other petroleum products. "
8829,"2014-09-25","IMTT","Bayonne, NJ",40.6502777778,-74.0916666667,"Oil","","#6 FUEL OIL",1,NA,NA,NA,NA,2100,0,"On September 25, 2014, the NOAA SSC was notified by the USCG Sector NY of an oil spill at IMTT in Bayonne, NJ. Due to overfilling of a barge at the facility approximately 2,100 gallons of #6 oil overflowed from the barge into the Kill Van Kull waterway. NJ regulations require pre-booming of all transfers, so the spilled oil was contained within the boom. "
8825,"2014-09-23","42ft. Vessel collision/sinking","9 mi ENE of Vieques, PR",18.1833333333,-65.1166666667,"Oil","Collision","DIESEL FUEL",NA,NA,NA,NA,NA,250,0,"On September 21, 2014, a 42' pleasure craft sank 9 miles ENE of Vieques Island, Puerto Rico. The pleasure craft sank with a maximum capcity of 250 gallons of diesel fuel and 2 gallons of lube oil in approximately 129 ft of water. The USCG Sector San Juan contacted NOAA ERD at 1120ET to request fate and trajectory analysis."
9342,"2014-08-16","F/V LADY GERTRUDE Sinking","New Jersey",40.06977778,-73.28061111,"Oil","","DIESEL FUEL",NA,NA,NA,NA,NA,4500,0,"During the early morning hours of August 15, 2016, the 78 foot F/V LADY GERTRUDE sank 35 to 40 miles southeast of Sandy Hook, New Jersey, while towing for scallops. The vessel had an estimated 4,500 gallons of diesel fuel on board when the vessel sank.  USCG Sector New York contacted the NOAA SSC on August 16 requesting trajectory modeling support and resources at risk."
8800,"2014-08-13","MV Flag Gangos","Gretna, LA",NA,NA,"Oil","Collision","PETROLEUM SLURRY, #6 FUEL OIL, ",1,NA,NA,NA,NA,14070,0,"On August 12, 2014, at 10:25 PM, the MV Flag Gangos collided with MV Pamisos at the dock of the International Matex Terminal, breaking some hoses on the dock and a barge.  The Facility is near Mississippi River Mile Marker 97.2.  On August 13, at 1:10, Coast Guard notified the NOAA SSC that the collision had resulted in a discharge of approximately 20 barrels of #6 fuel oil into the River. (NRC#1092114).  The USCG requested an oil trajectory to support response operations"
8783,"2014-07-12","Helicopter crash","Kingston, WA",47.8216666667,-122.491666667,"Oil","","AVIATION FUEL",NA,NA,NA,NA,NA,30,0,"On July 12, 2014, the USCG Sector Puget Sound alerted the NOAA SSC of a helicopter crash into Puget Sound just north of Kingston, WA. The helicopter had 30 gallons of aviation fuel on board, however, it is not known if there was any released. "
8761,"2014-05-16","Carpenter Bayou Spill","Channelview, TX",29.76,-95.115,"Oil","","NUMBER 6 FUEL OIL ",NA,NA,NA,NA,NA,420,0,"On May 14, 2014, NOAA received notification of a No. 6 Fuel Oil spill into Carpenter Bayou at the Houston Fuel Oil Facility near Channelview, TX. The spill was reported to the NRC on 15 May 2014 (NRC Report 1082828). TGLO and USCG estimated the release to be between 5 to 10 barrels in the water. Initial actions have contained the spilled oil within Carpenters Bayou preventing migration into the Houston Ship Channel. Cause of the release was not reported, but the released oil migrated to the bayou due to an open outfall combined with a rain event. The majority (Estimated 85-90%) of the spilled oil is contained against the shoreline immediately adjacent to the dock where spill originated. "
8737,"2014-03-12","USS JASON DUNHAM","Cape Hatteras, NC",34.8833333333,-75.3333333333,"Oil","","#2 DIESEL FUEL ",NA,NA,NA,NA,NA,35000,0,"On March 12, 2014, the USCG Sector North Carolina notified the NOAA SSC that the US Navy vessel USS JASON DUNHAM accidentally discharged approximately 35,000 gallons of #2 diesel fuel. Discharge took place on 11 March at 1800 hours. The discharge occurred approximately 22 miles offshore of Cape Hatteras. USCG Sector North Carolina has requested fate and trajectory from NOAA. "
8734,"2014-03-03","Sunken Pleasure Craft","Off Sanibel Island, FL",26.3773666667,-82.0869,"Oil","","DIESEL FUEL",NA,NA,NA,NA,NA,700,0,"On March 3, 2014, the USCG St Petersburg, FL reported that 60 foot pleasure craft (name unknown) had caught fire and sunk off Sanibel Island, FL.  The vessel is in 26 feet of water and had 500-700 gallons of diesel onboard.  A light sheen around the vessel has been reported.  The vessel is about 3 miles south of the J.N. Ding Darling National Wildlife Refuge.  USCG requested trajectory and fates of a potential diesel spill."
8719,"2014-02-01","Summit Dredge","Moriches Inlet East Moriches, NY",40.7730555556,-72.7530555556,"Oil","","DIESEL FUEL",NA,NA,NA,NA,NA,800,0,"On February 1st, 2014,  the NOAA SSC was notified by the Hazmat Duty Officer of an incident in East Moriches, NY. A dredge and small fuel barge sank near the inlet. There is believed to be about 500 gallons of diesel fuel aboard the unnamed dredge and 200 gallons on the fuel barge. USCG Sector LIS personnel were on scene and a contractor was being hired. "
8714,"2014-01-15","Tug Sea Lion","Atlantic Beach, NY",40.59,-73.57,"Oil","","DIESEL FUEL",NA,NA,NA,NA,NA,9000,0,"On January 15, 2014, USCG Sector New York notified the NOAA SSC requesting a trajectory for oil leaking from the 38 foot tug ""Sea Lion."" The vessel sank in about 50 feet of water approximately 3 to 4 miles south of Atlantic Beach, NY (near East Rockaway Inlet). The crew estimated the tug had between 6,000 to 9,000 gallons of diesel on board at the time of sinking."
8704,"2013-12-20","SV Tiffany","Cape May, NJ",38.9391666667,-74.8633333333,"Oil","Grounding","DIESEL FUEL",0,0,NA,NA,NA,250,0,"On December 20, 2014, the NOAA SSC was notified by USCG Sector Delaware Bay that the sailing vessel Tiffany (a 47 foot sailboat) had run aground on the Atlantic Ocean jetty near the entrance to the Cape May Canal. The owner reported that the sailboat has 250 gallons of diesel fuel aboard.  The location of the grounding is adjacent to the Cape May National Wildlife Refuge. "
8691,"2013-11-18","M/V CSL Niagara","Lk Erie, approach to Sandusky Bay, OH",41.5043333333,-82.6683333333,"Oil","Grounding","IFO 60 AND DIESEL FUEL",NA,NA,NA,NA,NA,NA,0,"On November 18, 2013, the M/V CSL Niagara grounded while approaching Sandusky Bay, OH. Severe storms caused a seiche in Lake Erie.  The National Weather Service Detroit predicted a 7.5 ft drop in water levels for western Lake Erie. No discharge was reported but USCG requested a precautionary worst case discharge trajectory for instantaneous release of 145.46 metric tons of IFO 60 and 47.69 metric tons of diesel fuel  The MSU also requested a prediction when water level will return to normal to refloat the vessel."
8654,"2013-08-28","PBF Energy","Delaware City, DE",39.5777777778,-75.5888888889,"Oil","","#2 FUEL OIL",1,0,NA,NA,NA,10,0,"On August 28, 2013 the PBF Energy facility in Delaware City, DE, had a #2 fuel oil release from a storage tank.  Approximately 1 barrel of oil escaped secondary containment and reached the Delaware River. The RP had deployed boom and requested skimmers from the Delaware Bay and River Coop to help protect local shorelines and recover the product. The cause of the release is still under investigation."
8639,"2013-07-29","Feeling Free","Woods Hole, MA",41.5147222222,-70.6733333333,"Oil","Grounding","DIESEL FUEL",NA,NA,NA,NA,NA,5500,0,"On 29 July, 2013, the luxury yacht ""Feeling Free"" (112 foot, 203 gross tons) grounded in Woods Hole passage, MA. She has a fuel capacity of 5500 gallons of diesel and reports 3123 gallons on board. No pollution is reported. USCG crews are en-route. Salvage options are being considered. NOAA is examining resources at risk in the area and providing telephone support to the Coast Guard."
