"id","open_date","name","location","lat","lon","threat","tags","commodity","measure_skim","measure_shore","measure_bio","measure_disperse","measure_burn","max_ptl_release_gallons","posts","description"
9327,"2016-07-27","TPIC Wellhead Leak, RMM 5, Southwest Pass"," Venice, LA ",29.0872222222,-89.2855555556,"Oil","","CRUDE OIL",NA,NA,NA,NA,NA,2100,0,"On July 27,2016, USCG Sector NOLA notified the NOAA SSC about a Texas Petroleum Investment Company (TPIC) wellhead leak which discharged 5-50 bbls of crude oil into a canal near Southwest Pass between River Mile Markers 4 and 5 (NRC#11546080).  OSRO is on-site, oil has been boomed, and a natural rip-rap barrier separates the canal from the river.  "
9322,"2016-07-22","Swift Energy Pipeline Leak","Barataria Bay, LA",29.4054722222,-90.0463333333,"Oil","Pipeline","CRUDE OIL (LIKELY SWEET LOUSIANA)",NA,NA,NA,NA,NA,NA,0,"On July 22, 2016, the USCG Marine Safety Unit in Houma, LA,  notified the NOAA SSC about a pipeline leak in Hackberry Bay, LA.  The pipeline is believed to be carrying crude oil, volume released and potential unknown at this point, but line has been shut in (RP Swift Energy). Preliminary Sheen report was dark oil 15 miles x 200 yards. Coast Guard aerial assets and surface team will be on-site this evening, OSROs enroute. Fate, trajectory, and resources at risk requested and in process."
9319,"2016-07-19","Cow Bayou Marsh ","Orange, TX",NA,NA,"Oil","","CRUDE OIL",NA,NA,NA,NA,NA,420,0,"On July 19, 2016, the NOAA SSC provided verbal support to the USCG MSU Port Arthur regarding cleanup methods for an oiled marsh near adjoining Cow Bayou.   The source of the spilled oil is secure, the spill is contained, no reports of oiled wildlife have been reported and no oil reached the waterway.  The USCG is supervising the cleanup."
9317,"2016-07-13","Saxon Harbor Marina","Saxon Harbor, Iron County, Wisconsin",46.561563,-90.438477,"Oil","Collision","MARINE DEBRIS / GASOLINE / LUBE OIL",NA,NA,NA,NA,NA,NA,0,"On July 11, 2016, severe weather and flooding destroyed much of the Saxon Harbor Marina in Iron County, Wisconsin.  A total of 85 boats have been damaged or destroyed with 20 of those washing up on the Lake Superior shoreline and 6 boats still unaccounted for.  USCG reports very turbid water and debris 3 to 6 miles offshore.  No visible sheen at this time.  MSU Duluth contacted the NOAA SSC for trajectory and resources at risk support."
9314,"2016-07-08","Mystery Sheen, Green Canyon 205A","Offshore of Timbalier Island, LA",27.8127777778,-90.5188888889,"Oil","","POSSIBLE CRUDE OIL",NA,NA,NA,NA,NA,NA,0,"On July 8, 2016, the USCG Marine Safety Unity in Morgan City notified the NOAA SSC about a mystery sheen reported by a third party in Green Canyon Block 205A.  Sheen was rainbow in color, and approximately 5 mile x 5 mile, source unknown. A previous sheen report was filed in the same location on July 3, 2016. USCG is investigating.  "
9305,"2016-06-27","Energy Reserve 2 Discharge","Breton Sound Block 32, LA",29.5577777778,-89.325,"Oil","","NATURAL GAS AND CRUDE OIL CONDENSATE",NA,NA,NA,NA,NA,10,0,"On June 27, 2016, the USCG Sector New Orleans notified SSC regarding a discharge of crude oil from an Energy Reserve 2 well in Breton Sound, Block 32. the source, a pinhole leak on an out-of-service wellhead, has been secured. "
9304,"2016-06-26","Lake Ontario Mystery Sheen","Sunset Bay, Lake Ontario, New York",43.5236,-76.4079,"Oil","Mystery Substance","LIGHT PETROLEUM PRODUCT (HYDRAULIC OIL OR MINERAL OIL) ",NA,NA,NA,NA,NA,60,0,"On June 28, 2016, the NOAA SSC was contacted by USCG Sector Buffalo regarding a mystery sheen along the Lake Ontario shoreline west of Sunset Bay.  Sheen was described as a light petroleum product approximately 1 nautical mile long by 30 yards wide.  USCG requested a trajectory for the sheen.   "
9294,"2016-06-14","Mystery sheen","Turtle Bay, LA",29.5425,-90.1813888889,"Oil","Mystery Substance","CRUDE OIL, PRODUCED WATER",NA,NA,NA,NA,NA,42,0,"On June 14, 2016, the USCG Sector NOLA contacted the NOAA SSC to request a hindcast for a mystery sheen reported in Little Lake, Turtle Bay, Louisiana (Jefferson Parish, NRC# 1150600). Source and responsible party were unknown, but suspected to be a pipeline from one of the facilities located on Turtle Bay. Hindcast and trajectory were provided. "
9293,"2016-06-13","Mystery Sheen","Mississippi Canyon Block 809, Offshore LA",28.1551944444,-89.1038055556,"Oil","Mystery Substance","CRUDE OIL",NA,NA,NA,NA,NA,NA,0,"On June 13,2016, the USCG MSU Morgan City contacted the NOAA SSC requesting additional information regarding a sheen reported in Mississippi Canyon Block 809.   SSC contacted satellite analyst for additional information, and cross-referenced reports with known facilities in ERMA.  OceanMap reports and map of nearby facilities provided to MSU Morgan City.  "
9292,"2016-06-03","Union Pacific oil train derailment","Mosier, OR",45.6854388889,-121.404605556,"Oil","Railcar","BAKKEN CRUDE OIL",NA,NA,NA,NA,NA,NA,0,"On June 3, 2016, the USEPA notified the NOAA SSC that at approximately 12:40pm a Union Pacific unit train carrying Bakken crude oil derailed near the town of Mosier, Oregon, east of Hood River on the Oregon bank of the Columbia River.  Initial information reported was that 2 cars are on fire and no oil has reached the water. EPA responders are en route.  Trustees have been notified."
9288,"2016-05-28","Eagle Ford Discharge","Beaumont, TX",30.0783333333,-94.0833333333,"Oil","Pipeline","EAGLE FORD SHALE OIL",NA,NA,NA,NA,NA,600,0,"On May 28, 2016, the USCG Marine Safety Unit in Port Arthur, TX, notified NOAA SSC about a mystery sheen on the Neches River across from the Port of Beaumont.  Discharge was reported to be ~400 gallons of Eagle Ford Shale crude.  Advice on fate and trajectory, was requested and provided."
9281,"2016-05-22","Mystery Sheen","Viosca Knoll 859, Offshore Louisiana",28.9833333333,-88.5166666667,"Oil","Mystery Substance","CRUDE OIL (LIKELY)",NA,NA,NA,NA,NA,NA,0,"On May 22, 2016, the USCG Sector NOLA notified the NOAA SSC about a mystery sheen in the vicinity of Viosca Knoll 859 block.  The sheen, reported by third party overflying the area, was described as rainbow, extending 1 mile x 1 miles. "
9276,"2016-05-10","MC 430 Sheen","Mississippi Canyon block 430 (MC430)",28.5666666667,-88.2416666667,"Oil","","CRUDE OIL OR CONDENSATE",NA,NA,NA,NA,NA,NA,0,"On May 10, 2016, the USCG Marine Safety Unit Morgan City contacted the NOAA Regional Response Officer regarding a sheen in the vicinity of Mississippi Canyon (MC)430.  The sheen was reported to have the dimensions of 5 miles x 25ft. The commodity of concern is unknown but is suspected to be either condensate or crude oil. The USCG requested NOAA trajectory and potential fate of of the sheen."
9267,"2016-04-20","Sunken Barge EMS 319","MM 92.5, Mississippi River, New Orleans",29.9530555556,-90.0280555556,"Oil","Grounding","CRUDE OIL (SWEET LOUSIANA CRUDE)",NA,NA,NA,NA,NA,1050000,0,"On April 20, 2016, USCG Sector NOLA notified the NOAA SSC of a sinking barge containing crude oil at MM 92.6 on the Lower Mississippi River.  Barge has a capacity of 25,000 bbls.  SSC has provided trajectory based on river flow estimates, and fate analysis for several types of crude oils."
9261,"2016-04-04","Isles of Shoals Mystery Sheen","Isles of Shoals, NH",43.0333333333,-70.6,"Oil","Mystery Substance","OIL",NA,NA,NA,NA,NA,NA,0,"On April 4, 2016 a fishing boat reported three 100yd x 100yd mystery sheens in the area the Isle of Shoals, New Hampshire. Sector Northern New England requested NOAA to hindcast sheens in order to determine the origin of the sheen. "
9259,"2016-03-29","Bayou Teche Tank Overflow","Bayou Tesh, Jeanerette, LA 70544",29.8848333333,-91.5933611111,"Oil","","TYPE 3 CRUDE OIL",1,1,NA,NA,NA,11550,0,"On March 28, 2016, a tank at the PSC industrial Outsourcing was overfilled, filling the containment berm. Some oil escaped containment and entered Bayou Teche near Jeanerette, LA.  USCG requested a trajectory and Resources at Risk."
9258,"2016-03-25","TPIC Minor Pipeline Leak","Delta NWR, Plaquemines, LA",29.2455555556,-89.1991666667,"Oil","Pipeline","CRUDE OIL (SOUTH LOUISIANA)",NA,NA,NA,NA,NA,84,0,"On March 25, 2016, USCG Sector NOLA notified the NOAA SSC about an estimated 2 bbl leak of crude oil from a Texas Petroleum Investment Company (TPIC) pipeline in the Delta National Wildlife Refuge.  Source is secure, OSROs are on-site, and discharged oil is contained by boom in a dead end canal.  "
9238,"2016-02-22","Whitney Oil & Gas Wellhead Leak","Garden Island Bay, Plaquemines, LA",29.0886111111,-89.1561111111,"Oil","","CRUDE OIL (SOUTH LOUISIANA)",NA,NA,NA,NA,NA,84,0,"On February 22, 2016, USCG Sector NOLA notified the NOAA SSC about a 2 barrel crude oil release from a wellhead in the Whitney Oil & Gas Garden Island Bay complex.  Dark oil is visible for approximately a 50 ft radius around the wellhead, and has been contained by boom.  "
9236,"2016-02-18","Genesis 8-inch pipeline ","Magee, MS",31.8691666667,-89.6783333333,"Oil","Pipeline","CRUDE OIL ",1,1,NA,NA,NA,6300,0,"On February 18, 2016, the USEPA Region 4 contacted the NOAA SSC regarding a reported release from an 8-inch crude oil pipeline near Magee, MS. The incident was discovered on 16 Feb 2016. Impacted waterbodies include Okatoma Creek and associated wetlands.   Release volume initially reported as 50 bbls. Release secured. EPA requested technical assistance from SSC for review of SCAT data, cleanup recommendations and spot weather forecasts."
9242,"2016-02-12","Abandoned cannery site","McAbee Beach, Monterey, CA",36.6152777778,-121.899166667,"Oil","","KEROSENE, OTHER OIL(S)",NA,1,NA,NA,NA,750,0,"On February 11, 2016, a small amount of black oil was observed leaching out of an abandoned concrete foundation into the upper intertidal along the Cannery Row shoreline in downtown Monterey, CA.  Source is suspected to be an abandoned tank. Excavation of the upland site is likely to occur in the near future once tides and local storm conditions diminish.  "
9232,"2016-02-11","Field Energy Platform Release","~13 mile offshore of Grand Isle, LA",29.0313888889,-89.9238888889,"Oil","","CRUDE OIL",NA,NA,NA,NA,NA,300,0,"On February 11, 2016, at 0925 local, MSU Morgan City notified NOAA SSC of a 300 gallon crude oil release from a Field Energy platform located approximately 13 miles offshore of Grand Isle, LA.  Oil was released due to malfunctioning sump pump.  Source is secure.  Coast Guard requested trajectory to determine if shoreline impact was likely.  "
9230,"2016-01-27","Canadian Pacific Rail Train Derailment","Brownsville, MN Mississippi River",43.66,-91.27,"Oil","","VEGETABLE OIL SWEETENER OR SHORTENING",NA,NA,NA,NA,NA,95000,0,"On January 27, 2016, the USCG Sector Upper Mississippi River contacted the NOAA SSC regarding report of train derailment 3 miles south of Brownsville, MN in MS River. Unknown number of cars derailed, 6 cars in the water, 3 fully submerged, 2 partially submerged, unknown amount leaking. Product reported as vegetable oil sweetener or shortening. USCG requesting support for product F&E, trajectory, RAR, etc. as needed."
9226,"2016-01-26","Schuylkill River Spill","Philadelphia, PA",NA,NA,"Oil","","#2 OIL",1,1,NA,NA,NA,5000,0,"On January 26, 2016, the USCG Sector Delaware Bay notified the NOAA SSC of an oil spill that took place in the Schuylkill River, Philadelphia, PA near the 2400 block of Market Street. A sensor on the emergency generator at a Century Link facility caused an overflow of the diesel fuel. An estimated 4200 gal of diesel discharged from a generator starting between Wednesday, 20 January and Friday, 22 January.   USCG has requested a trajectory. "
9222,"2016-01-21","UTV AMY FRANCES","MS River MM 363 Natchez, MS",31.55751,-91.41912,"Oil","Collision","CLARIFIED SLURRY OIL",NA,NA,NA,NA,NA,1006026,0,"On January 21, 2016, the NOAA SSC was contacted by USCG Sector Lower Mississippi River regarding a barge allision with a bridge.  The UTV AMY FRANCES was pushing barges southbound when it struck Natchez bridge (Hwy 84) in the vicinity of MM 363, LMR. Two tanks on barge sustained damage.  USCG requested on-scene SSC support and  product fate and effect, Resources at Risk, and assistance with emergency notifications."
9209,"2015-12-29","Pipeline Leak","Offshore, Sabine Pass, TX",29.4513888889,-93.7980555556,"Oil","Pipeline","CRUDE OIL (API 18)",NA,NA,NA,NA,NA,483000,0,"On December 29, 2015, MSU Port Arthur notified NOAA SSC of a pipeline leak of  crude oil approximately 12 miles offshore of Sabine Pass, Texas.  Pipeline has been shut in. An estimated 37 gallons was released, producing a 2 mile x 250 ft sheen.  A trajectory has been requested."
9208,"2015-12-21","Pipeline Leak, Ship Shoal Block 233","Offshore Terrebonne Bay, LA",28.4611666667,-90.8848333333,"Oil","Pipeline","CRUDE OIL, PRODUCED WATER",NA,NA,NA,NA,NA,7140,0,"On December 21, 2015 the USCG Marine Safety Unit in Morgan City, LA,  notified the NOAA SSC of a leak in a 12-in offshore pipeline carrying Louisiana Sweet Crude and produced water. The operator has shut in pipe, is bleeding down pressure, and deploying recovery assets. An 0.5 mile X 150 ft sheen has been reported. Location is approximately 45 miles offshore. Trajectory requested and in progress."
9202,"2015-12-02","Star Grip","Agattu Island, Alaska",51.6833333333,170.958333333,"Oil","","HYDRAULIC OIL",NA,NA,NA,NA,NA,110,0,"On December 2, 2015, the 649-foot cargo vessel, Star Grip, lost two 55-gallon drums of hydraulic oil overboard during rough weather. The incident occurred approximately 100 miles south of Agattu Island. The vessel reported that it was looking to take shelter at Agattu Island. "
9201,"2015-11-17","Crimson Gulf (FKA Mystery Slick)","app. 3.08nm E of Pass A Loutre",29.2455555556,-88.9827777778,"Oil","Pipeline","CRUDE OIL, NATURAL GAS CONDENSATE, PRODUCED WATER",NA,NA,NA,NA,NA,30996,0,"On November 17, 2015, the USCG sector New Orleans notified the NOAA SSC regarding a mystery slick observed near Pass A Loutre, LA. NOAA was requested to provide trajectory and weather forecast for the developing incident."
9197,"2015-11-02","Well head equipment failure","Bayou Perot, LA",29.6805555556,-90.1661111111,"Oil","","CRUDE OIL, NATURAL GAS CONDENSATE, PRODUCED WATER",NA,NA,NA,NA,NA,42,0,"On November 2, 2015, the USCG Sector New Orleans Notified the NOAA SSC about an spill of approximately 1 bbl of crude oil into Bayo Perot due to the failure of the packing of a crown valve on a well head.  The spill was contained by previous deployed boom."
9195,"2015-11-01","Entergy","Jefferson County, Harvey LA",29.8551111111,-90.1001972222,"Oil","Collision","TRANSFORMER OIL / PCBS",NA,NA,NA,NA,NA,100,0,"On November 1, 2015, the USCG Sector New Orleans notified the NOAA SSC about a transformer oil spill that occurred at the 2400 Block of Barataria Blvd as the result of an explosion of power equipment (3 regulators) at approximately 0100. USCG reports that approximately 100/300 gallons of potential PCB containing transformer oil was discharged from the damaged regulators and into an adjacent storm drain leading to the Harvey canal system. "
9190,"2015-10-23","T/B Gonsoulin  #180","Lake Charles, LA",30.1606359,-93.3247801,"Oil","","CRUDE OIL",1,NA,NA,NA,NA,630,0,"On October 23, 2015, the Barge Touslin #180 discharged 15 bbls crude oil during a barge to facility transfer.  The source is secure, and  the spilled oil has been boomed.  The USCG MSU Lake Charles contacted NOAA SSC to request fate, trajectory, and weather forecast. "
9177,"2015-09-16","Tank Barge Argo","Western Lake Erie, Ohio",41.6393166667,-82.4933166667,"Oil","","CRUDE OIL, BENZOL",1,NA,1,NA,0,200000,3,"On October 20, 1937, the tank barge Argo foundered in a storm and sank in western Lake Erie.  At the time of the sinking, the barge was reportedly loaded with 4,762 barrels of crude oil and benzol.  The vessel was identified in the 2013 NOAA RULET (Remediation of Underwater Legacy Environmental Threats) report and database as potential pollution threat, but the exact location of the wreck was unknown.  Recently the vessel was located, confirmed to be in U.S. waters of Lake Erie, and appears from side-scan sonar survey imagery to be intact and may be periodically leaking."
9172,"2015-09-12","Mystery Sheen","Offshore Grand Isle, LA",29.0666666667,-89.734,"Oil","Mystery Substance","UNKNOWN; SUSPECTED OIL",NA,NA,NA,NA,NA,NA,0,"On September 12, 2015, the NOAA SSC was notified by the USCG Marine Safety Unit in Morgan City, Louisiana, of a mystery sheen offshore of Grand Isle, LA.  USCG requested a trajectory and evaluation of potential shoreline impact on Grand Isle and/or potential oiling of the Louisiana Offshore Oil Port (LOOP). "
9169,"2015-09-03","APEX 3508 ","Lower Mississippi River MM 937",36.76449,-89.11895,"Oil","Collision","SLURRY OIL",0,NA,NA,NA,NA,250000,3,"On September 3, 2015, the USCG District 8 notified the NOAA SSC of a collision between two towing vessels on the Lower Mississippi River at MM 937 in the vicinity of Columbus, KY.  One barge of slurry oil was severely damaged and discharged one tank's entire contents.  USCG requests NOAA to provide product fate and effects. "
8971,"2015-08-02","IMTT Bayonne","Bayonne, NJ",40.6483333333,-74.1116666667,"Oil","Pipeline","#6 OIL",1,0,NA,NA,NA,14700,0,"On August 2, 2015, the USCG Sector New York notified NOAA of an oil spill from a pipeline into the Kill Van Kull, near Bayonne, NJ. The source of the oil is a pipeline owned by IMTT. It was estimated that 350 barrels of #6 oil was released at 2200 on the night of 1 August. The company reported that most of the oil was contained in boom. The USCG requested a trajectory to help locate any uncontained oil at first light."
8967,"2015-07-20","East Wax Lake Pipeline Leak","Belle Isle, LA",29.5513888889,-91.39,"Oil","Pipeline","CRUDE OIL CONDENSATE, PRODUCED WATER",NA,NA,NA,NA,1,2100,0,"On July 20, 2015, the USCG MSU Morgan City contacted the NOAA SSC to request evaluation of a pipeline leak site in a marsh for a potential in-situ burn(ISB). Products discharged in the marsh include natural gas condensate, crude oil, and produced water. USCG also requested assistance in documenting resources at risk and coordination with federal and state agencies. "
8959,"2015-07-03","NE Gulf of Alaska Anomaly","Sitka, Alaska",55.2983333333,-134.245277778,"Oil","","UNKNOWN OIL",NA,NA,NA,NA,NA,NA,0,"On July 3, 2015, NOAA NESDIS notified the Alaska SSC of a satellite ""anomaly"" over 130 miles south-southwest of Sitka, Alaska.  The anomaly may be an oil slick.  A trajectory analysis was requested."
8952,"2015-06-21","Bolivar Island Mystery Oil Seepage","Bolivar Peninsula, TX",29.48315,-94.55991,"Oil","Pipeline","CRUDE OIL",NA,NA,NA,NA,NA,4200,0,"On June 21, 2015, the USCG Marine Safety Unit at Texas City, Texas, notified the NOAA SSC of a suspected crude oil pipeline break on a Bolivar Peninsula beach.  The suspected break was discovered by a harbor patrol responding to a separate incident on June 20.  A responsible party has not been identified.  Amount released and rate of release are unknown at this point. No oil has been observed reaching the water, but surveys of the dune area revealed sheen in water pools among the dunes.  "
8951,"2015-06-16","Orange Peel Oil Spill","Passaic River, NJ",40.8136833333,-74.3443722222,"Oil","","ORANGE PEEL OIL",NA,NA,NA,NA,NA,700,0,"On June 16, 2015, The NOAA SSC was notified by USCG Sector New York of a 700 gallon orange oil spill into a small stream that leads into the Passaic River, near East Hanover, NJ.  The incident occurred on June 15. The USCG requested potential fate and effects information on the product."
8946,"2015-06-07","Breton Sound 21 Well","Breton Sound, LA",29.578611,-89.1175,"Oil","","CRUDE OIL",0,NA,NA,NA,NA,37,0,"On June 7, 2015, NOAA was notified by USCG a discharge from Texas Petroleum Investment Company's (TPIC) Breton Sound 21 well that occurred on June 6, 2015. The source of the discharge was a leak that developed on the surface casing of a saltwater injection well. Initial sheen was estimated to 37 gallons based on sheen calculations from an overflight that was conducted on 6 June. USCG requested a trajectory and Resources at Risk analysis."
8939,"2015-05-28","Manhattan Beach Incident","Los Angeles, CA",33.88503,-118.41327,"Oil","Mystery Substance","CRUDE OIL",NA,1,NA,NA,NA,NA,0,"On May 27, 2015, a National Response Center (NRC) report was generated regarding oil observations on Manhattan Beach, CA. Hindcast trajectory has been requested and analysis will begin to determine to if the incident is related to the Refugio Incident, Santa Barbara CA spill. "
8934,"2015-05-19","Refugio Incident","Santa Barbara, CA",34.4623472222,-120.086875,"Oil","Pipeline","CRUDE OIL",1,1,NA,NA,NA,21000,10,"On May 19, 2015 the NOAA was notified of a 24-inch pipeline rupture that occurred earlier today near Refugio State Beach in Santa Barbara County, CA. An estimated 500 barrels (21,000 gallons) of crude oil was released on the shoreside of Hwy 101 which then flowed into the Pacific Ocean. The source has since been secured. USCG personnel estimated the size of the sheen to be 3.5 NM along the beach and 50-100 yards into the water. Oil Spill Recovery Organizations are on-scene to conduct cleanup operations. California Department of Fish and Wildlife has ordered beach closures. The US Coast Guard has stood up Incident Management Team and is conducting overflights. NOAA has been requested to provide fate and effects of the crude oil and Resources at Risk information."
8929,"2015-05-10","Indian Point Energy Center","Buchanan, NY",41.2705111111,-73.9542555556,"Oil","","TRANSFORMER OIL",1,NA,NA,NA,NA,17000,0,"On May 10, 2015, NOAA was notified by the USCG Sector New York that after a fire and explosion at the Indian Point Nuclear Power Plant in Buchanan, NY (along the eastern shore of the Hudson River) approximately 17,000 gallons of transformer oil had been released into a diked area. Initially no oil was reported in the Hudson River, but later a sheen was observed and the USCG requested trajectory support."
8926,"2015-05-06","Energy XXI platform West Delta Block 73/74 ","Gulf of Mexico",28.94733,-90.70592,"Oil","","CRUDE OIL",NA,NA,NA,NA,NA,11,0,"On 6 May 2015, the USCG MSU Morgan City contacted the NOAA SSC regarding a minor release (11 gallons) of crude oil from a platform located approximately 7 miles south of Isles Dernieres Barrier Islands Refuge. USCG is requesting information on fate and trajectory. "
8920,"2015-05-03","Mystery Long I. Sound sheen","Eastern Long Island Sound",40.9355,-73.6237,"Oil","","OIL SHEEN",NA,NA,NA,NA,NA,NA,0,"On May 3, 2015,  a 1500 ft by 200 ft mystery sheen was reported to the CG. The sheen was in the middle of Eastern Long Island Sound and about 2 nm from the closest land. USCG requested a trajectory analysis."
8906,"2015-04-09","Leaking Tank Battery","Plaquemines, LA",29.0721666667,-89.159,"Oil","","CRUDE OIL",NA,NA,NA,NA,NA,126,0,"On April 9, 2015, the USCG Sector NOLA advised the NOAA SSC of a leaking tank battery near Johnson Pass in Plaquemines Parish, Louisiana.   The source is secured and an OSRO is on-site. Coast Guard is sending an overflight.  Incident area is near Pass A Loutre WMA."
8905,"2015-04-06","Allision at MM 160 LMR","Lower Mississippi River, LA",30.0422333333,-90.8412472222,"Oil","Collision","HEAVY CRUDE OIL",NA,NA,NA,NA,NA,550158,1,"On April 6, 2015, the USCG Sector New Orleans notified the NOAA SSC of collision between two deep draft vessels (M/V Privocean and M/V Bravo) in the Lower Mississippi River at River Mile Marker 160.  M/V Bravo was transferring a heavy crude oil, and the transfer arms were damaged, spilling an unknown amount of oil into the river."
8903,"2015-04-03","Good Friday Oil Spill - Forest City Yacht Club","Cleveland, Ohio",41.5276833333,-81.6579666667,"Oil","","LUBE OIL 80% MINERAL OIL",1,1,NA,NA,NA,3000,0,"On April 3, 2015, MSU Cleveland notified the NOAA SSC of an unidentified black oil spill at the Forest City Yacht Club in Cleveland, Ohio. First responders reported approximately 1000 gallons of black oil in the water and fouled on ice and along the shoreline. The source has been identified as an outfall located in the marina. USCG requested trajectory, fate, and resources at risk."
8902,"2015-04-01","Pemex Oil Platform","Bay of Campeche, Mexico",19.305,-92.1736111111,"Oil","","CRUDE OIL",NA,NA,NA,NA,NA,NA,0,"On April 1, 2015, a PEMEX oil platform caught fire in southern Gulf of Mexico. The incident is in the Bay of Campeche in Mexican waters.  Firefighting is on-going.  Media reports a number of fatalities and a large evacuation of workers.  The fire occurred at a Pemex dehydration and pumping platform known as Abkatun Permanente."
8901,"2015-03-31","RADARSAT  2 Anomaly","300 miles off Galveston, Tx",25.4333333333,-90.8833333333,"Oil","","POSSIBLE OIL FROM VESSEL",NA,NA,NA,NA,NA,NA,0,"On March 31, 2015, MSU Port Arthur asked for a trajectory for a NESDIS reported anomaly from a Mar 29 RADARSAT-2 data."
